"","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"G26",2.11053648087799e-06,1.3191102735396e-06,2.29787503454866e-07,0,0,3.98248100849608e-08,2.07511643814387e-06,4.13106352688526e-07,2.79081232482553e-07,6.14394633015568e-07,1.91424603689486e-07,7.39887517043245e-07,6.57877715588691e-09,2.04997316410268e-07,3.90103889917391e-09,6.92167403513086e-07,2.58292831735024e-06,5.07514863547309e-07,2.20541693229749e-07,3.92499295726211e-09,1.93507474304805e-06,3.8994793684975e-06,2.28191956655584e-06,2.99290208058002e-07,6.45779193216271e-08,0,5.40486071395011e-05,6.67244344081668e-05,6.51992622347553e-06,6.27972160925487e-05,2.28107221394921e-06,0.000219924154482464,0.000138741396899433,0.000212975541202387,6.41082346115424e-05,2.7994478207959e-06,1.88941407617601e-06,7.70649573162955e-06,1.31551616667476e-07,9.21441470790332e-06,1.32693622029784e-06,2.95680463743871e-05,9.90444029901141e-07,1.04616550518268e-06,1.36007617873349e-06,7.05549163285345e-06,2.83277983185766e-06,0.000131971918052543,7.10460578632771e-07,9.99310635820635e-07,6.53533145842644e-06,9.5145502982302e-07,5.87434441553044e-05,1.85358909917559e-05,2.71553938438135e-06,6.31388165122881e-06,2.06519985568965e-06,3.57057046859626e-07,9.89856354695666e-08,1.00196545225336e-07,5.75138162322146e-07,3.71263852157211e-06,7.55098107664469e-06,1.58836402038033e-06,3.85116955723925e-06,1.21180681692513e-06,2.90389664254244e-06,5.62237908830249e-06,5.69539732260716e-07,7.71648324362451e-08,2.69271117638487e-07,2.77739679177427e-09,1.62652753415029e-08,3.73696775695144e-08,1.04428448615473e-07,1.52356182607555e-07,0,3.68528862701364e-08,2.28182855361046e-07,0,3.05288846833198e-06,1.23536191666291e-06,7.42167388280486e-06,2.9082288775894e-06,3.8772510726098e-06,7.01331537271276e-05,3.55898648212555e-06,2.56576308230699e-07,4.86404713815488e-09,1.71766257121901e-06,2.31251916358965e-05,1.31766642050257e-06,7.26308157333407e-06,9.12773173216792e-07,4.24524652618494e-07,1.86777800687243e-06,2.93625955479966e-06,3.0457757054502e-05,7.564325003488e-06,3.59290928999506e-07
"G27",3.86254491769685e-08,3.39529288540709e-07,8.47371698087703e-07,6.6204641491604e-06,1.27711446666515e-07,0,6.37281453532502e-08,2.18582319375089e-08,2.59408149140638e-08,1.87445928109742e-06,9.93918796086236e-08,2.10637585135075e-05,0,5.66403892312847e-09,9.84740243155392e-08,1.29384181900051e-07,3.97293996790492e-07,1.21319855713689e-07,7.44778465507947e-09,0,7.96474968178204e-06,5.26117764810308e-08,8.73127545348347e-08,1.68115053036194e-07,2.78248553300334e-07,1.18807850139077e-05,0,1.33712384486944e-06,1.35768829629689e-06,1.76983480235492e-05,7.58498990551649e-06,1.38761025399135e-05,7.92998539056334e-06,1.11558514226875e-05,5.13866096750448e-06,1.67384816448797e-06,2.02707082962513e-07,4.27715661093737e-08,5.39082221681469e-07,2.43950670276343e-06,4.06402722279828e-06,3.25193958498869e-08,4.40870864498888e-06,7.77839905362747e-07,1.50055256106109e-07,7.77178661153273e-08,8.16513040795246e-08,2.13832999311633e-06,8.1181313902018e-07,4.2301110575799e-06,1.7615730125397e-06,2.00049316691166e-08,2.39682903157256e-07,1.94675715648611e-07,0,1.48543440524754e-07,5.73531420342271e-08,8.11404865650883e-07,3.01070098088919e-07,4.4025721262397e-07,0,2.91354326344506e-06,6.79521278719464e-07,0,1.64171344143843e-06,1.16977819962367e-06,6.57493894527284e-06,1.31292497277076e-07,1.03740390231232e-06,9.23672326328384e-09,1.84309199146858e-07,3.83705617844935e-10,0,4.47960618634896e-08,1.42394751789363e-06,3.51295401379732e-07,6.83074296514922e-09,7.41815833842847e-07,1.90134933251046e-07,4.30516552848629e-08,1.66750152648935e-07,2.64827792256732e-07,5.73013874623336e-07,5.16199836234822e-07,2.71785111461024e-07,7.60554367329071e-07,4.96485008743305e-07,7.51415063754057e-08,0,2.57397391355121e-07,1.30402106944331e-05,3.75118070459023e-06,1.27114648543306e-06,1.16131677723843e-07,6.67738770016139e-07,3.76036479251006e-06,6.12454008429477e-06,2.93136323889688e-07,8.75335821819093e-08,1.46221065118839e-06
"G28",3.64296217657732e-06,1.74689555535464e-06,3.0637707443588e-05,3.74249940303714e-07,6.61267882637715e-07,2.62297598795467e-07,2.45798511024573e-07,2.83538175783748e-07,2.77725851237081e-08,1.61117037479166e-06,3.54213194194902e-07,1.46670615727339e-06,7.63795383047683e-09,1.38876730223453e-07,6.97312223745283e-08,1.1655007883469e-06,4.26291054264194e-07,1.07747485842832e-06,9.39722484168953e-07,9.93536163503974e-07,3.83575235490031e-07,1.01700943017214e-06,4.27446269205466e-07,9.03148750716287e-07,5.52621470246764e-07,5.67424477280312e-06,7.64183068199836e-06,0,1.25175142424575e-06,6.68201011609201e-07,3.22870057251568e-05,5.89178619770158e-07,6.63259527607935e-07,7.91522568176737e-06,6.02443558752254e-08,3.2185254609621e-06,1.35271057101438e-06,7.06699782817949e-08,3.84246006868242e-07,5.20091136701974e-07,1.0944303335089e-07,1.18285640962642e-05,1.97707057003848e-05,1.49743549852965e-05,1.99568280174581e-05,1.51709178334909e-06,6.00999782300555e-06,5.45364928018362e-07,2.33905192276173e-06,3.77239974178393e-06,1.02176470431809e-06,3.94659613224204e-06,5.91104528765874e-07,7.0874573103921e-07,9.42875832293605e-07,8.76156546816119e-06,7.46403975478293e-08,1.38805153516389e-06,2.35527486665089e-06,4.28605006659349e-07,4.07990106353902e-06,1.08063702844765e-06,4.75468615799195e-06,0.000163629017078871,1.48429041927478e-06,6.00614329151868e-07,2.24577324894617e-06,7.43856625818916e-06,9.24419582990808e-07,5.2634979826569e-05,2.59669284483763e-06,4.81244749155605e-08,3.69663818292686e-07,7.60982965441059e-07,3.56107899672029e-06,2.08675056986982e-06,3.77684750827719e-07,8.40183859527103e-06,1.12942322602839e-05,2.43948841963012e-06,2.25760490806274e-06,9.1130597449271e-07,4.65673421379756e-06,1.54794457432331e-05,1.81694779779337e-06,3.22404199474191e-06,1.97887630847576e-06,7.27385911567723e-07,1.57254298632205e-06,0.000123998864901434,2.58397639107943e-05,8.304158922912e-05,0.000106833310264039,0.000122201691330188,2.44451664657109e-05,9.13351501689938e-06,6.02623430314423e-06,4.1591016136335e-07,2.57942882270087e-07,4.50847232949498e-06
"G29",1.03484592377543e-05,5.42499006004948e-06,9.79147360695941e-06,1.72581227430157e-05,8.29367368527454e-06,5.43876389896904e-08,1.68967403678746e-06,1.05536041942306e-05,1.28642622018777e-06,1.81117256419651e-05,1.51434769993976e-07,3.19070913118573e-06,2.19245762487461e-07,5.28787720613318e-08,0,3.43040564915201e-06,2.18352793910088e-07,5.72248360551102e-07,0,0,3.12825526714523e-08,9.20006441128006e-07,3.8730454672518e-05,2.96466966747001e-05,1.72290762708134e-05,1.79062523317099e-05,1.7869285530926e-05,5.87542225978639e-07,0,1.06117193911877e-05,1.28238842090875e-06,2.8567355236599e-05,2.17320422223971e-05,2.73538649007842e-05,8.26340660844132e-06,5.88495590569088e-06,5.00523949001494e-05,1.7692125308965e-08,0,1.58099624985538e-06,1.29340084681165e-07,7.08798038559165e-06,1.15329176332651e-06,4.41294902292341e-07,5.97557269927944e-07,3.0889364529953e-06,4.66411795756373e-05,1.06862572505627e-05,6.27403646504618e-07,2.46982751231155e-06,1.91100471933922e-06,7.4458813103205e-07,6.17259154468364e-08,1.66744030006711e-06,2.37752000180961e-06,2.06896870141003e-07,1.92424524597662e-06,8.87758199142976e-07,2.05054929505024e-07,1.69499446054682e-05,1.77203355260708e-06,6.55125090876253e-06,3.21742422671967e-06,3.05071938011956e-06,4.35829378359388e-06,1.33644931627652e-05,2.24416810401589e-06,7.86151683074411e-06,3.09027348740225e-05,3.96899501134898e-05,3.71537285073431e-05,4.84748705252161e-05,4.49048790146249e-05,5.33012678147637e-05,8.09970518434672e-06,2.00066559580236e-05,5.21493922110475e-05,1.77798541976754e-07,9.02458177708216e-07,4.8910886925805e-08,1.968869150856e-06,1.65712968750266e-05,3.32877590508203e-07,4.72976452769254e-07,1.9876952352458e-05,1.56443151598378e-06,3.47661803902483e-08,1.81784740588323e-06,5.47942073948412e-05,5.93040682514805e-06,5.40529263348732e-06,1.22057464536843e-06,7.772247580035e-07,1.833867131971e-06,1.95881542996342e-06,7.17907032424549e-06,9.44730148813203e-07,1.54915328618853e-05,1.33270362320087e-05,2.17884519169327e-07
"G30",2.12169506625243e-07,1.53759694083486e-06,3.94889080753118e-06,2.68592761040661e-08,2.71916842610176e-06,1.86330040470685e-08,2.10735537496403e-07,4.94838492287268e-08,1.78557254448193e-07,1.40509091345078e-06,7.84958661376299e-08,2.34087426746761e-07,1.14896838831283e-08,0,1.34469649047141e-07,8.89539323250731e-08,9.26380054634511e-07,9.77042057601673e-07,2.79809485305268e-07,0,5.81890209107596e-08,3.96957200099888e-06,7.47707587647054e-08,6.84541154899992e-08,9.95795931354595e-08,9.78889478965414e-06,1.73551099701958e-05,4.28636896255469e-06,5.418612595682e-07,0,3.3069006382399e-06,1.47610458425273e-05,8.78825263167209e-06,1.29582505385344e-05,3.703353469339e-06,2.05783229900858e-07,3.48547783465826e-07,1.11736013373487e-07,4.42004726677323e-07,2.82176322660504e-06,4.25354421943934e-07,1.58195498475343e-07,8.05737367273768e-07,5.65016401874104e-06,8.66273516543952e-06,1.00967305732367e-06,3.09773470949861e-06,5.29238749518625e-07,2.41888636008345e-06,5.95315148616081e-08,4.39726360994184e-07,8.66747437455787e-08,4.02489077038694e-06,1.12159885132531e-05,7.05141842073639e-06,8.69161771352399e-06,8.21360465166201e-07,1.77074350408237e-07,7.19005244241693e-07,6.53786245583835e-07,1.2756384633941e-08,1.30684796939124e-07,4.39592500755909e-07,4.55363573347059e-07,1.69333290916199e-06,8.17063847946034e-07,8.08730768444741e-08,0,3.7923283202067e-07,1.08052580335906e-05,1.06117208599126e-07,3.42678699014882e-08,8.87686116924481e-08,3.93027887885155e-07,2.16158432849855e-06,2.17526820606917e-08,3.67127890267164e-09,7.77958522650779e-07,9.48729853875765e-09,2.56549164122225e-09,2.25924014526226e-07,4.59308352417731e-07,3.4510200292142e-07,3.55649423896874e-07,5.52984155933504e-07,6.57141446272137e-06,2.57304673574908e-07,3.34024293320814e-06,1.2620111939136e-09,5.17394570910633e-05,1.48168546862174e-06,1.99754456489292e-06,4.32971886560184e-07,6.4149966852332e-07,2.42145989734967e-06,1.05259578590241e-06,6.19741345661117e-06,1.1909879987152e-07,3.38680346830148e-07,1.40052242751162e-05
"G31",0,7.1800271710993e-07,3.37969674539469e-07,1.00811745718139e-07,2.14825513856487e-07,1.99830807845898e-08,2.68020350870164e-07,1.06489033064876e-07,2.37238956300972e-08,6.0907592902119e-06,1.33528288598061e-07,4.74927402534735e-07,0,6.44851837513291e-08,3.69160456101913e-08,4.99168351924025e-07,6.86563963484523e-06,1.24685666213582e-06,1.15659244203361e-06,5.62546835261051e-06,2.50927281021203e-07,1.76506442338537e-07,6.98521824390311e-07,1.50625751711142e-06,1.05491318358367e-07,1.73913251527759e-06,2.15221105184078e-06,4.39629993918681e-06,3.9345855641858e-07,1.56339969389589e-06,0,8.10380293405896e-07,1.22409578777146e-06,1.71020763030857e-06,1.00394124567357e-06,1.44056253063943e-06,1.0934579795241e-07,2.16652974274871e-08,3.06485121779616e-08,7.2034197751874e-07,9.06471300623637e-08,1.3102275699808e-06,1.96629425372294e-05,5.38535484479394e-05,1.01919141278296e-05,2.09952517792112e-07,4.73086819220343e-07,4.08031821235182e-08,2.5432383642074e-07,4.14621551561346e-06,1.70938884709058e-07,5.08426612993574e-07,9.51865918622281e-06,1.21410961783722e-07,4.72254032014728e-06,2.33012450382157e-06,4.62826959220406e-07,8.90664057628144e-08,8.81016191475332e-06,3.54218401944042e-06,6.79924546172266e-06,9.24568246783067e-06,9.85465428170641e-06,4.85831189344472e-06,4.19952003883519e-07,6.61641488108736e-07,6.77495286363287e-08,1.18077123448268e-06,7.2082548039194e-07,2.72907726252632e-08,8.5755923054557e-07,1.90638383836965e-09,0,1.61907910567964e-07,1.03679397442354e-05,3.43890815300521e-08,7.33026874732581e-09,9.80007437725223e-06,7.25650340790673e-06,1.49725612113641e-05,1.06936553331443e-05,3.14761904787629e-07,7.96589657198525e-07,1.38557437638884e-06,1.09589389730088e-06,1.7852174141157e-06,2.1003653815938e-08,9.89198425549759e-07,1.19342246612632e-08,3.01806280360525e-06,2.92445149835391e-07,2.36751103432276e-07,2.031720868226e-07,5.45612893217267e-07,1.40017039333595e-06,8.10460422499187e-07,1.01434260412567e-06,8.32370027114302e-07,7.82022444641781e-07,2.70536032251498e-05
"G32",1.75755187356584e-06,1.21547367704225e-05,1.70760963859057e-06,4.13140839948163e-07,7.93113494026064e-06,3.77178722438188e-07,8.48717585716534e-07,4.32801922444628e-08,6.51833087839091e-07,7.08016147546109e-06,3.5532504945149e-08,1.09660359850708e-07,4.91168185297404e-07,3.33615135730191e-08,8.05758179025992e-09,2.58427020096597e-07,1.75331328471602e-06,4.49896402176874e-06,2.13672742496682e-07,0,3.35276516120758e-08,6.6068239683234e-08,2.2209023216872e-07,7.16663603871961e-09,1.56457032925545e-06,5.10871147724076e-05,3.19061391991277e-05,1.41645010142731e-05,3.19466779129659e-06,2.2769786005258e-05,1.71121550813946e-06,0,4.49001096304283e-05,5.73459624568568e-05,1.99660177826609e-05,1.9890807474143e-05,2.6232240697111e-07,9.85656584150873e-07,2.35030947293249e-07,2.29292212078715e-06,8.7075807489711e-08,3.89822864236842e-07,6.03407313883966e-06,1.60339213791189e-06,2.03467781701212e-06,3.02843942493216e-07,1.21432156246814e-06,9.5838220627869e-07,2.65997162566161e-06,7.80466279595297e-07,5.71809482289659e-07,2.79978467330223e-06,1.14253264892421e-06,4.57395597723008e-07,1.33306554411798e-07,1.18787121830409e-05,4.69259904907585e-08,3.17808087733211e-06,5.46645181889928e-07,1.11621372962166e-07,2.47514139179383e-08,2.94326416207281e-07,7.79832348680837e-07,8.11654726145554e-06,2.72267165730527e-06,5.62535401614306e-07,7.20307666094108e-07,1.50161490355837e-06,2.38048944352567e-07,8.2473919031417e-08,6.67089145711874e-07,7.15312725075811e-08,2.34162952157362e-08,1.46745877958969e-07,1.16457473207074e-07,2.30287925415845e-06,2.93863139427027e-07,1.49829925070076e-07,2.03923296150726e-06,1.35641743584747e-08,5.59837397456069e-06,1.24353704778983e-07,9.4120901980408e-07,1.08738445501778e-05,1.90033671485321e-06,3.38858822235535e-06,1.41998873577413e-06,5.08171245605224e-07,5.23492914368625e-08,1.78334312841405e-05,8.14161820593314e-07,1.58539594820111e-06,9.75711018170566e-06,1.43131746635464e-06,2.83810265358031e-06,1.27315054157015e-06,6.77921537033876e-07,1.32627355607672e-06,1.38085718890788e-07,2.88439267815164e-06
"G33",4.65653370948049e-07,9.516303561984e-06,1.5517961570639e-06,1.54126667048612e-06,2.96777790347402e-07,5.00085015081141e-08,5.25093458450158e-07,2.69141006205561e-05,1.00577403704187e-07,1.59522814935137e-06,4.03131909538772e-08,4.00713210120764e-07,0,0,6.24235955217906e-08,1.09485625170189e-06,2.05019664961425e-06,1.35304139624216e-06,1.98628109657253e-07,0,3.82836838074507e-08,1.33866952090705e-06,6.85325141249281e-08,1.71941773458305e-06,1.90041268320851e-07,6.36618703320832e-05,2.52061609750494e-05,1.24724681184495e-06,4.85709942188178e-06,2.76179019841927e-05,5.99580863097686e-07,0.000111914528143897,0,8.76357739239974e-05,3.65569504184124e-05,1.51099285345736e-06,6.13486866568837e-07,3.17995720432355e-08,9.00249281837614e-08,1.95820320710377e-06,6.32303735175664e-08,2.38695494513831e-06,1.35383147071244e-06,1.9805407338307e-06,1.13291828208592e-06,2.6890500328255e-07,2.71917506164899e-06,2.82466363216375e-06,6.36957913377249e-06,5.69960307736671e-06,9.93635588165049e-06,9.92458447659859e-06,4.060038504157e-08,3.50297007693335e-06,3.59742058765232e-06,9.70905437096525e-07,2.37435191360494e-07,9.87904168703162e-06,4.39925492381897e-08,2.90378253587916e-08,1.93668358557135e-08,4.14921758459269e-07,3.17863277751731e-07,1.77195322360894e-06,2.29007844921382e-05,1.64114492109643e-05,4.77065379733124e-05,9.86324146026422e-06,8.1397471802901e-07,0,0,7.13185864863189e-09,2.22947544598527e-08,6.07538192265574e-08,8.30783079387635e-06,4.66325732778541e-08,3.3155037065465e-09,5.61785960008981e-07,1.45815850424502e-07,1.6730775106641e-07,6.39993578756899e-07,5.01173566708735e-07,1.16698726839373e-06,1.01546531849223e-06,1.34718123233501e-07,5.97022889366592e-06,1.55939932430179e-06,3.44160961852921e-06,5.11841836828417e-09,3.54142568745055e-06,1.0939290847019e-05,5.10126226414876e-07,1.61507046904306e-06,3.57149033587369e-07,7.92446842035302e-06,9.87981523622244e-06,7.54165278659506e-06,1.0285544896697e-06,1.53060839720756e-05,2.45899731571991e-05
"G34",4.55456825498642e-07,5.11151845738802e-06,1.08671506445001e-05,1.69597530007954e-05,3.65482873293987e-07,0,9.99320464702202e-08,3.51655300008634e-07,5.3859883099e-07,1.06818543657429e-05,1.14016159734184e-07,2.97923334973631e-06,2.53282134024356e-08,8.80225696129492e-08,5.99329559393512e-09,2.22262614860982e-06,1.05467542681692e-06,2.93174802964689e-06,1.15260028970143e-06,1.0794999488114e-07,1.16477411905325e-07,5.4985869892327e-06,2.07218878684677e-06,8.75720325614083e-07,8.611588798941e-07,6.2877197327114e-05,5.33799085477173e-05,7.00614955725736e-06,3.65747005287258e-06,2.36224476857709e-05,1.64865160876508e-06,8.77491214320502e-05,7.81115452759763e-05,0,0.000121546372489168,5.00962343354593e-06,4.64798367634989e-07,0,5.60810774230279e-07,2.64733983528455e-06,3.94574505953775e-07,1.12964319100725e-07,2.91146357748403e-06,3.25015140643339e-07,3.32552058045848e-06,1.75931153224124e-07,9.94511882958206e-07,8.36970319032876e-07,5.83889097307684e-05,4.4318412075894e-06,2.41603961623704e-06,3.39531322755094e-05,2.9465701781571e-06,6.62926086429275e-06,6.05445921782082e-07,5.60339773058281e-07,1.62007662769023e-06,2.03186137823763e-05,3.96470807998066e-07,1.60381905988902e-07,3.22643184465421e-07,1.09794414862434e-06,4.12988123671443e-07,4.22937498726024e-07,7.36775546918762e-07,3.2100116148214e-06,3.35235337917055e-06,9.57879816415953e-07,1.0188097301643e-06,5.94791184100548e-08,3.49475070054913e-07,1.26695508031495e-08,1.67203692435646e-07,6.92903038343598e-07,9.42525251198075e-07,2.43773776424654e-07,8.47126984104883e-07,5.10013336429805e-08,1.06548784886151e-07,1.57623355187495e-08,4.23779135101993e-06,3.13262333555616e-07,4.13306742011112e-06,0,1.8450442815763e-06,8.2195853571994e-06,1.05336162721532e-06,1.280193419926e-06,3.1451662647169e-09,7.12446159232673e-07,4.4064581876327e-06,4.145548815138e-07,2.31508574767898e-06,5.19352122927777e-06,3.85457105651603e-07,1.24644384054846e-05,7.81886503366616e-07,2.58417480451544e-07,3.35951010815876e-07,1.19835894999939e-06
"G35",5.65791805866997e-07,6.11986549551737e-07,4.60127509471663e-07,3.49471936106699e-06,1.32477350665383e-06,1.1555100843953e-07,4.4641884779098e-06,1.01613249231044e-06,0,4.53705357413934e-07,3.81981457655879e-07,1.66589773843954e-06,2.50947590455496e-07,2.29228520757086e-08,6.24357262673733e-09,5.58518511269819e-07,6.35942539900499e-08,1.04490489576186e-05,3.80323900438626e-08,0,9.93493196829283e-08,1.07697302729002e-06,3.76393779654671e-07,2.52841854890933e-07,6.01280807305573e-06,1.45762177035221e-05,3.88383557698713e-05,5.22959869733406e-08,3.7846244727822e-07,4.91369586770794e-06,2.57948562348348e-06,1.69232324300488e-05,1.5200741775429e-05,2.07398251925074e-05,0,6.8549112279448e-07,8.36354813776762e-07,2.28864055869708e-06,3.88355252907566e-08,4.50303396409164e-05,8.53836826055965e-05,4.54073124836635e-06,5.17565100578043e-06,1.57682573021479e-07,7.78802698349112e-07,9.71609162367526e-08,4.42959602150591e-06,2.14732028516522e-06,3.66781266840998e-06,0,2.60610418834698e-06,2.29933599478016e-06,2.6592813029066e-07,2.55231760499833e-05,2.18024135139626e-05,3.10176887921837e-07,6.2586278322343e-07,1.23659925845176e-07,2.39405311194859e-06,1.3385088624859e-07,1.28222917817306e-07,4.87877407638219e-08,5.31167624686663e-07,0,5.72995322633226e-06,8.15173751625227e-07,1.0742364044396e-07,1.03073182918191e-05,0,0,2.70216412670553e-08,3.18858173931585e-09,2.29167470565099e-09,5.42805031712592e-07,2.63929266341241e-06,1.14542054128054e-07,2.86926479089011e-08,3.93761147223321e-07,9.19443687133402e-08,1.37605497763399e-07,3.19188048022075e-06,7.89639532893477e-08,7.69205145159545e-08,1.02288360853182e-07,3.01821296216726e-06,1.93030259168669e-06,1.44616099930631e-06,1.13808443384068e-06,7.05888712712729e-09,2.12397267369153e-07,9.4695295669334e-06,1.0060489757491e-06,2.84940243329999e-06,3.76440142186213e-07,6.58872265122891e-07,1.95478499213168e-06,5.01280304619574e-05,3.15825256140119e-06,1.7932200254704e-06,1.57199685752265e-06
"G36",6.62480631314808e-07,1.53265863708225e-06,0,2.71403485615456e-06,3.08556529780758e-07,5.04313721658878e-08,4.89380060402703e-06,1.04096235716518e-05,6.97825936463517e-08,8.47260312958285e-07,2.32312633085904e-07,1.11365094919877e-06,0,0,1.39106803419853e-07,2.1186240070176e-06,1.85952397934272e-07,7.30155199309076e-07,3.81844980549828e-07,0,3.23403465763509e-08,1.46351406077235e-07,7.01885282254498e-07,4.24194921503562e-07,2.83181112177525e-07,3.49980430512676e-05,1.94281496572298e-05,6.25622471038443e-06,2.48943042447607e-06,1.77827728720829e-05,1.80778857598521e-06,6.24211138936431e-05,4.74733358215457e-05,6.1559470109694e-05,1.54821233978406e-05,0,2.59802123159383e-07,1.74279489087317e-07,6.80186180040894e-08,1.14822931773375e-06,2.0822705482061e-07,9.94118958334148e-06,2.60423035741715e-07,5.78931407979079e-08,1.31147787812689e-07,9.39277737816645e-07,5.31124361883097e-06,6.58680811332974e-07,4.43788288112458e-06,1.93485075539843e-06,3.62127978043877e-06,5.12555063517373e-07,5.39755205617166e-08,8.25615622504914e-06,3.57253159338176e-06,1.54906854764923e-05,6.77271237326383e-06,7.05728510212156e-08,5.3567149087685e-07,6.72686737292127e-07,2.63070125931842e-08,3.57895144556282e-07,2.87709095783973e-08,1.60245766712035e-07,1.6181742617447e-06,3.4135657177795e-07,1.74703879993431e-06,2.91302663683961e-07,5.29742466707017e-07,1.10692018957998e-06,6.39529091500934e-06,5.29761549336819e-08,6.52304121169089e-08,2.38351123741157e-06,7.46264868611758e-08,3.21352894714261e-06,8.05224911690771e-08,1.22494637527889e-07,2.88172640646096e-08,2.93188864371734e-08,1.29912159168921e-07,3.72441258103628e-07,4.29743112449778e-08,3.75394545503419e-06,2.74261627705298e-06,7.92459436345343e-07,1.50115402409186e-07,2.08066398503946e-06,1.7283320521535e-07,1.58593125133565e-06,2.31157905492772e-06,4.11704804587263e-08,7.22715114155732e-07,8.70227377713004e-06,2.55354276307956e-07,4.81182149915502e-06,2.24296336409646e-06,5.22321395229972e-06,2.69660157871536e-05,2.22335359817025e-06
"G37",2.83590418228122e-05,9.12399692422546e-06,7.5054847409025e-08,4.96003825529099e-06,0,1.02536335199574e-07,5.13853286476397e-07,1.30229143382904e-06,7.46823249001778e-08,3.29823123082424e-06,4.94974621748826e-08,9.5616668176273e-06,6.89317654187517e-07,2.01317715667263e-08,3.55744508854604e-08,1.10077766564696e-06,2.97795388314065e-06,5.61327592405833e-06,3.04423678745024e-08,0,1.83964210011358e-05,3.25626287863989e-05,3.80208811755482e-05,2.97084680777818e-05,7.86137912699474e-06,4.14579355955437e-06,5.7061467875904e-07,4.95980452593438e-07,3.9052710664419e-05,3.73550164257885e-07,1.01267962045255e-05,2.61587554045779e-08,0,2.89018243130971e-07,3.22147164875665e-06,7.25447328565625e-07,0,1.6589394806595e-07,5.48223756630135e-08,4.14588160581492e-07,3.80206739521713e-07,1.17521059105961e-06,1.41671650102918e-06,6.64718063078326e-07,1.00254075557807e-06,9.07653882596565e-06,7.34005076665485e-06,1.37426841710234e-05,1.3847277618725e-06,5.87037773251553e-08,6.62473951431294e-07,3.71735994113073e-06,2.15573268639187e-06,1.46653063604167e-07,2.79625505132952e-06,1.03911529662549e-05,4.30613194174743e-06,1.3552634426603e-06,2.03574971502273e-07,2.13134737927479e-06,6.5712826517021e-07,1.63233838861863e-05,6.05549526378778e-07,2.37499851361894e-06,6.72947341756571e-06,1.69472198588355e-05,2.24014582982772e-07,3.55442474836909e-05,1.43693461920223e-05,2.95596931790762e-05,2.92011053666758e-05,3.26822296311373e-05,4.46609952632207e-05,3.34061646381698e-05,2.22243246537791e-06,1.82940681356393e-05,2.91327761367889e-05,2.59855010717698e-08,7.79124916973718e-07,2.75088832388171e-08,1.93387197779819e-07,9.58879217995939e-07,9.72931014478193e-07,2.50444062756894e-07,9.26659657173023e-07,4.37843958117647e-06,1.08674597183525e-07,7.19436589234645e-07,2.73906020218799e-05,1.08916577254284e-05,3.22412202002147e-06,2.13319979376096e-06,6.2257361456536e-07,2.02818704303863e-07,9.07146575141967e-06,9.81993033975912e-06,6.09380072036693e-06,1.84469068105531e-06,1.52218524967982e-07,7.58483054639894e-07
