,MAPKKK_activator,MAPKKK,P_MAPKKK,MAPKKK_inactivator,MAPKK,P_MAPKK,PP_MAPKK,MAPKK_Pase,MAPK,P_MAPK,PP_MAPK,MAPK_Pase
41,4.96078e-05,0.002372,0.000392411,0.000299608,0.0255485,0.153965,0.927416,6.51522e-05,0.000859554,0.0290951,0.984842,0.0273986
42,0.0001,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
43,9.92107e-05,0.00238641,0.000123633,0.000299876,1.04724,0.140089,0.00245441,0.000203415,1.1552,0.0251729,0.000538963,0.110547
44,9.93449e-05,0.00197806,0.000221347,0.000299779,0.757345,0.326745,0.031587,0.000136723,0.456641,0.335593,0.24529,0.0408845
45,9.94281e-05,0.00172557,0.000329433,0.000299671,0.456927,0.402859,0.246457,9.4811e-05,0.0114079,0.10132,0.90228,0.0276159
46,9.94649e-05,0.00161386,0.000483927,0.000299517,0.215403,0.343212,0.547641,7.55781e-05,0.00242368,0.0483127,0.964077,0.0274309
47,9.94527e-05,0.00165107,0.000696344,0.000299305,0.0725221,0.208,0.825982,6.74679e-05,0.00108076,0.0325562,0.981155,0.0274033
48,9.94023e-05,0.00180385,0.000825484,0.000299177,0.0203166,0.113829,0.972644,6.49131e-05,0.000782649,0.0277807,0.986227,0.0273971
49,9.93549e-05,0.00194781,0.000794389,0.000299208,0.00908926,0.0877151,1.0101,6.43863e-05,0.000726273,0.0267774,0.987288,0.0273959
50,9.93292e-05,0.00202592,0.000740066,0.000299262,0.00759118,0.0866984,1.01264,6.43162e-05,0.000722656,0.0267118,0.987357,0.0273958
51,9.93184e-05,0.00205887,0.00070911,0.000299293,0.00787769,0.0896952,1.00936,6.43293e-05,0.0007273,0.0267963,0.987268,0.0273959
52,9.93145e-05,0.00207068,0.000695484,0.000299306,0.00830389,0.0919696,1.00665,6.4349e-05,0.000731162,0.0268664,0.987195,0.027396
53,9.93134e-05,0.00207419,0.000690344,0.000299311,0.00857444,0.0931558,1.0052,6.43615e-05,0.00073326,0.0269043,0.987155,0.027396
54,9.93131e-05,0.00207491,0.000688704,0.000299313,0.00870575,0.093664,1.00456,6.43676e-05,0.000734184,0.026921,0.987137,0.0273961
55,9.93131e-05,0.0020749,0.000688308,0.000299313,0.0087589,0.0938483,1.00432,6.437e-05,0.000734528,0.0269272,0.98713,0.0273961
56,9.93132e-05,0.00207478,0.000688273,0.000299313,0.00877696,0.0939028,1.00425,6.43709e-05,0.000734633,0.0269291,0.987128,0.0273961
57,9.93132e-05,0.0020747,0.00068831,0.000299313,0.00878176,0.0939136,1.00423,6.43711e-05,0.000734656,0.0269295,0.987128,0.0273961
58,9.93132e-05,0.00207465,0.000688341,0.000299313,0.00878243,0.093913,1.00423,6.43711e-05,0.000734656,0.0269295,0.987128,0.0273961
59,9.93132e-05,0.00207464,0.000688358,0.000299313,0.00878218,0.093911,1.00423,6.43711e-05,0.000734652,0.0269295,0.987128,0.0273961
60,9.93132e-05,0.00207463,0.000688366,0.000299313,0.00878189,0.0939096,1.00423,6.43711e-05,0.00073465,0.0269294,0.987128,0.0273961
61,9.93132e-05,0.00207463,0.000688368,0.000299313,0.00878172,0.0939089,1.00423,6.43711e-05,0.000734649,0.0269294,0.987128,0.0273961
62,9.93132e-05,0.00207463,0.000688369,0.000299313,0.00878165,0.0939086,1.00423,6.43711e-05,0.000734648,0.0269294,0.987128,0.0273961
63,0.0005,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
64,0.000498349,0.000993237,0.000443978,0.000299557,0.686325,0.368507,0.0483922,0.000125569,0.258093,0.331383,0.429436,0.0339527
65,0.000499033,0.000581024,0.00091078,0.000299092,0.174536,0.321479,0.609596,7.31101e-05,0.00196785,0.0436305,0.969168,0.0274223
66,0.000498705,0.000778947,0.00173774,0.000298273,0.0108837,0.0719475,1.02384,6.44799e-05,0.000707388,0.0264289,0.987649,0.0273956
67,0.000498362,0.000986017,0.00177,0.00029824,0.00157914,0.0391955,1.06614,6.40415e-05,0.000652791,0.0254053,0.988731,0.0273944
68,0.000498294,0.00102725,0.00173396,0.000298276,0.00144487,0.0392756,1.0662,6.40351e-05,0.000652714,0.0254039,0.988732,0.0273944
69,0.000498284,0.00103293,0.0017278,0.000298282,0.00146168,0.0394871,1.06597,6.40359e-05,0.000652991,0.0254093,0.988727,0.0273944
70,0.000498283,0.00103364,0.00172698,0.000298283,0.0014652,0.0395219,1.06594,6.40361e-05,0.000653038,0.0254101,0.988726,0.0273944
71,0.000498283,0.00103373,0.00172688,0.000298283,0.00146569,0.0395265,1.06593,6.40361e-05,0.000653044,0.0254103,0.988726,0.0273944
72,0.000498283,0.00103374,0.00172687,0.000298283,0.00146575,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
73,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
74,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
75,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
76,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
77,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
78,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
79,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
80,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
81,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
82,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
83,0.000498283,0.00103374,0.00172686,0.000298283,0.00146576,0.0395271,1.06593,6.40361e-05,0.000653045,0.0254103,0.988726,0.0273944
84,0.001,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
85,0.000998712,0.000386574,0.00064357,0.000299358,0.497909,0.419448,0.187319,9.92706e-05,0.0195857,0.129602,0.865455,0.0277984
86,0.000998853,0.0003446,0.00146804,0.00029854,0.059808,0.182093,0.864051,6.68591e-05,0.000989881,0.0311716,0.98261,0.0274018
87,0.000998044,0.000588166,0.00213592,0.000297879,0.00186586,0.0363001,1.06872,6.40561e-05,0.000649716,0.0253458,0.988792,0.0273944
88,0.000997898,0.000632076,0.00212754,0.000297887,0.000978973,0.0323232,1.07362,6.4014e-05,0.000643836,0.0252329,0.988912,0.0273942
89,0.00099789,0.000634364,0.00212544,0.00029789,0.000973697,0.0323331,1.07362,6.40137e-05,0.000643841,0.025233,0.988912,0.0273942
90,0.00099789,0.000634452,0.00212534,0.00029789,0.000973936,0.0323363,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
91,0.00099789,0.000634455,0.00212534,0.00029789,0.000973951,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
92,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
93,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
94,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
95,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
96,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
97,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
98,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
99,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
100,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
101,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
102,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
103,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
104,0.00099789,0.000634455,0.00212534,0.00029789,0.000973952,0.0323365,1.07361,6.40137e-05,0.000643845,0.025233,0.988912,0.0273942
105,5e-06,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
106,4.95106e-06,0.0029657,6.85294e-06,0.000299993,1.19165,0.00827438,7.40235e-06,0.000291949,1.19987,7.27743e-05,4.33965e-09,0.119971
107,4.95153e-06,0.00293656,1.26839e-05,0.000299987,1.17415,0.0253412,8.71903e-05,0.000276569,1.19844,0.000866332,6.21298e-07,0.119655
108,4.95194e-06,0.00291178,1.76536e-05,0.000299982,1.1533,0.0449277,0.00033307,0.000260681,1.19401,0.00333408,9.26339e-06,0.118678
109,4.95228e-06,0.00289074,2.19014e-05,0.000299978,1.1313,0.0645094,0.000812948,0.000246365,1.18527,0.00822092,5.68143e-05,0.116779
110,4.95257e-06,0.00287289,2.55448e-05,0.000299974,1.10904,0.0830454,0.0015639,0.00023401,1.17138,0.0160467,0.000219207,0.11383
111,4.95282e-06,0.00285777,2.86806e-05,0.000299971,1.08689,0.100108,0.00259954,0.000223492,1.15176,0.0271984,0.000640792,0.109813
112,4.95303e-06,0.00284501,3.13883e-05,0.000299969,1.06507,0.11555,0.00391774,0.000214561,1.12597,0.0420065,0.00156403,0.104785
113,4.9532e-06,0.00283429,3.37322e-05,0.000299966,1.04372,0.129363,0.00550694,0.000206962,1.09351,0.0607905,0.00337351,0.09886
114,4.95335e-06,0.00282533,3.57649e-05,0.000299964,1.02292,0.141615,0.00735139,0.000200463,1.05378,0.0838708,0.00666464,0.0921847
115,4.95347e-06,0.00281788,3.75291e-05,0.000299962,1.00275,0.152417,0.00943633,0.000194869,1.0059,0.111542,0.0123503,0.0849308
116,4.95357e-06,0.00281176,3.90599e-05,0.000299961,0.983279,0.161903,0.0117541,0.000190013,0.948685,0.143979,0.0218208,0.0772898
117,4.95365e-06,0.00280677,4.03861e-05,0.00029996,0.964549,0.170225,0.0143128,0.000185746,0.880649,0.18102,0.0371613,0.0694767
118,4.95372e-06,0.00280276,4.15311e-05,0.000299958,0.946609,0.177553,0.0171493,0.000181929,0.800241,0.221726,0.0613618,0.0617429
119,4.95377e-06,0.00279959,4.25143e-05,0.000299957,0.929499,0.184076,0.0203446,0.000178424,0.706764,0.26361,0.0982218,0.0543967
120,4.95381e-06,0.00279714,4.33507e-05,0.000299957,0.913251,0.190014,0.0240282,0.000175084,0.602427,0.301842,0.151121,0.0478127
121,4.95384e-06,0.00279529,4.40522e-05,0.000299956,0.897903,0.195609,0.0283252,0.000171778,0.494984,0.329832,0.219688,0.042378
122,4.95386e-06,0.00279393,4.46291e-05,0.000299955,0.883506,0.201076,0.0332108,0.00016845,0.39693,0.343042,0.296434,0.03832
123,4.95388e-06,0.00279299,4.5093e-05,0.000299955,0.870138,0.206506,0.0384123,0.000165163,0.318128,0.342976,0.369796,0.0355465
124,4.95389e-06,0.00279236,4.54585e-05,0.000299955,0.857883,0.211842,0.0435566,0.000162047,0.260042,0.335176,0.432096,0.0337312
125,4.9539e-06,0.00279198,4.57415e-05,0.000299954,0.846801,0.216943,0.0483789,0.000159202,0.218556,0.324503,0.481905,0.0325379
126,2.5e-05,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
127,2.47662e-05,0.00283253,3.34806e-05,0.000299967,1.15894,0.0400082,0.000177594,0.000264592,1.19684,0.00175135,2.51976e-06,0.119304
128,2.47772e-05,0.00269716,6.09463e-05,0.000299939,1.07176,0.117845,0.00203683,0.000214367,1.16269,0.0209506,0.00037434,0.112044
129,2.47862e-05,0.00258824,8.44265e-05,0.000299916,0.963288,0.198977,0.00780602,0.000177603,1.04464,0.0891062,0.00755111,0.0907734
130,2.47932e-05,0.002502,0.000105784,0.000299894,0.844618,0.266915,0.0208315,0.000153134,0.700831,0.265855,0.100273,0.0540558
131,2.47986e-05,0.00243605,0.00012619,0.000299874,0.722079,0.317926,0.068546,0.000131112,0.122308,0.275287,0.621639,0.030078
132,2.48025e-05,0.00238856,0.000145854,0.000299854,0.599963,0.356997,0.15016,0.000111507,0.0290271,0.155229,0.831496,0.0279781
133,2.4805e-05,0.00235811,0.000165348,0.000299835,0.485754,0.378221,0.242884,9.77113e-05,0.0116788,0.102528,0.900949,0.0276185
134,2.48062e-05,0.00234364,0.000184829,0.000299815,0.384395,0.380333,0.34205,8.80311e-05,0.0060461,0.0751153,0.933805,0.0275036
135,2.48062e-05,0.00234403,0.000203724,0.000299796,0.298575,0.366782,0.441405,8.12148e-05,0.00368643,0.0592271,0.951974,0.0274557
136,2.48051e-05,0.00235753,0.000220724,0.000299779,0.229352,0.343274,0.534146,7.64389e-05,0.00254113,0.0494568,0.962853,0.0274326
137,2.48031e-05,0.00238133,0.000234056,0.000299766,0.176339,0.316049,0.614412,7.31437e-05,0.00193195,0.0432765,0.969623,0.0274202
138,2.48006e-05,0.00241156,0.000242196,0.000299758,0.13788,0.290418,0.678534,7.09249e-05,0.00159,0.0393478,0.973883,0.0274133
139,2.4798e-05,0.00244383,0.000244728,0.000299755,0.111464,0.269744,0.725656,6.94768e-05,0.00139345,0.0368867,0.976535,0.0274093
140,2.47955e-05,0.00247422,0.000242637,0.000299758,0.0942936,0.255213,0.757384,6.85665e-05,0.00128095,0.0353959,0.978135,0.027407
141,2.47934e-05,0.00250014,0.000237754,0.000299762,0.0837931,0.246356,0.776762,6.80212e-05,0.00121881,0.0345432,0.979048,0.0274058
142,2.47917e-05,0.00252051,0.000231883,0.000299768,0.0778737,0.241887,0.787164,6.77175e-05,0.00118729,0.0341022,0.97952,0.0274051
143,2.47905e-05,0.00253544,0.000226269,0.000299774,0.07497,0.24038,0.791584,6.75694e-05,0.00117426,0.0339181,0.979717,0.0274049
144,2.47896e-05,0.00254571,0.000221539,0.000299779,0.0739613,0.240634,0.792344,6.7518e-05,0.00117204,0.0338866,0.979751,0.0274048
145,2.47891e-05,0.00255232,0.000217873,0.000299782,0.0740676,0.241779,0.791096,6.75232e-05,0.00117567,0.0339382,0.979696,0.0274049
146,2.47888e-05,0.00255624,0.000215205,0.000299785,0.0747619,0.243253,0.78893,6.75583e-05,0.00118203,0.0340282,0.9796,0.027405
147,7.5e-05,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
148,7.43736e-05,0.00252627,9.51272e-05,0.000299905,1.08248,0.109895,0.00144734,0.000218841,1.17389,0.0145906,0.000178254,0.114382
149,7.44565e-05,0.00218952,0.000170293,0.00029983,0.848661,0.278125,0.0162249,0.000151441,0.836779,0.203397,0.0488396,0.0652175
150,7.45131e-05,0.00196003,0.000245611,0.000299755,0.588906,0.380554,0.137102,0.000110079,0.0346872,0.167617,0.813346,0.0281042
151,7.45463e-05,0.00182571,0.000337887,0.000299663,0.350872,0.391035,0.364443,8.52727e-05,0.00535829,0.0708681,0.938664,0.0274908
152,7.45556e-05,0.0017881,0.000462863,0.000299538,0.172019,0.312807,0.621589,7.29115e-05,0.00189023,0.0428066,0.970113,0.0274198
153,7.45402e-05,0.00185043,0.000602366,0.000299399,0.0680753,0.203849,0.834689,6.72381e-05,0.00105846,0.0322263,0.98151,0.0274028
154,7.4509e-05,0.00197707,0.000669041,0.000299332,0.0260275,0.132097,0.948683,6.51807e-05,0.000822112,0.0284623,0.985508,0.0273979
155,7.44806e-05,0.00209232,0.000644532,0.000299357,0.0140749,0.107854,0.98497,6.4617e-05,0.00076331,0.0274418,0.986587,0.0273966
156,7.44634e-05,0.00216173,0.000602319,0.000299399,0.0116627,0.105289,0.989974,6.45039e-05,0.000755682,0.0273067,0.986731,0.0273965
157,7.44552e-05,0.00219512,0.000574147,0.000299427,0.0117856,0.108194,0.986952,6.45094e-05,0.000760251,0.027388,0.986645,0.0273966
158,7.44518e-05,0.00220875,0.000559618,0.000299441,0.0123931,0.111186,0.983351,6.45375e-05,0.000765756,0.0274855,0.986542,0.0273967
159,7.44507e-05,0.00221331,0.000553177,0.000299448,0.0129056,0.113139,0.980885,6.45613e-05,0.000769564,0.0275528,0.986471,0.0273968
160,7.44505e-05,0.00221428,0.000550742,0.00029945,0.0132217,0.114178,0.979528,6.4576e-05,0.000771671,0.0275899,0.986432,0.0273968
161,7.44505e-05,0.00221412,0.000550035,0.000299451,0.0133839,0.11465,0.978893,6.45836e-05,0.00077266,0.0276073,0.986414,0.0273968
162,7.44506e-05,0.00221377,0.000549959,0.000299451,0.0134548,0.11483,0.978642,6.45869e-05,0.000773053,0.0276142,0.986406,0.0273968
163,7.44507e-05,0.0022135,0.000550049,0.000299451,0.0134803,0.114882,0.978564,6.45881e-05,0.000773174,0.0276163,0.986404,0.0273968
164,7.44507e-05,0.00221334,0.000550144,0.000299451,0.0134867,0.114887,0.978553,6.45884e-05,0.000773191,0.0276166,0.986404,0.0273968
165,7.44507e-05,0.00221327,0.000550207,0.000299451,0.0134865,0.114879,0.97856,6.45884e-05,0.00077318,0.0276164,0.986404,0.0273968
166,7.44507e-05,0.00221324,0.00055024,0.000299451,0.013485,0.114872,0.978569,6.45883e-05,0.000773166,0.0276162,0.986404,0.0273968
167,7.44507e-05,0.00221323,0.000550256,0.000299451,0.0134837,0.114867,0.978575,6.45883e-05,0.000773156,0.027616,0.986404,0.0273968
168,0.00025,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
169,0.000248588,0.00170318,0.000269359,0.000299731,0.87352,0.269431,0.0120537,0.000154808,0.950337,0.142619,0.0209349,0.0777155
170,0.00024906,0.00113237,0.000502092,0.000299499,0.403704,0.411359,0.290654,8.98266e-05,0.00833197,0.0873574,0.919156,0.0275543
171,0.000249165,0.00100585,0.000937978,0.000299065,0.0973838,0.239711,0.768993,6.87718e-05,0.00124511,0.0348904,0.978645,0.027407
172,0.000248984,0.00122484,0.00138869,0.000298618,0.00972252,0.073194,1.02386,6.44216e-05,0.000707267,0.0264279,0.987652,0.0273956
173,0.000248822,0.00142071,0.00133647,0.000298669,0.00273782,0.0512031,1.05298,6.40943e-05,0.000669012,0.0257148,0.988406,0.0273948
174,0.000248768,0.00148544,0.00127843,0.000298727,0.00258159,0.0522416,1.0521,6.40869e-05,0.000670106,0.0257356,0.988384,0.0273948
175,0.000248755,0.00150199,0.00126054,0.000298745,0.00268474,0.0532368,1.051,6.40916e-05,0.000671493,0.0257619,0.988356,0.0273948
176,0.000248751,0.00150583,0.00125603,0.000298749,0.00272624,0.0535572,1.05064,6.40936e-05,0.000671952,0.0257706,0.988347,0.0273948
177,0.000248751,0.00150667,0.00125498,0.00029875,0.00273777,0.0536396,1.05055,6.40941e-05,0.000672071,0.0257728,0.988345,0.0273948
178,0.000248751,0.00150685,0.00125476,0.00029875,0.00274056,0.0536588,1.05052,6.40942e-05,0.000672099,0.0257733,0.988344,0.0273948
179,0.000248751,0.00150689,0.00125471,0.000298751,0.00274118,0.0536629,1.05052,6.40943e-05,0.000672105,0.0257735,0.988344,0.0273948
180,0.000248751,0.0015069,0.0012547,0.000298751,0.00274131,0.0536638,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
181,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.053664,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
182,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.053664,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
183,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.053664,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
184,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.0536641,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
185,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.053664,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
186,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.053664,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
187,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.0536641,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
188,0.000248751,0.0015069,0.0012547,0.000298751,0.00274134,0.0536641,1.05052,6.40943e-05,0.000672106,0.0257735,0.988344,0.0273948
